order_id,customer_state,customer_city,order_status,order_purchase_timestamp,product_category,seller_state,price,freight_value,price_with_freight,payment_type,payment_value,review_score,delivery_days,is_delivered,is_cancelled
a402af38a74c44926247db438245d95c,MG,contagem,canceled,2018-01-30 22:12:10,musical_instruments,SC,199.0,83.25,282.25,credit_card,282.25,2.0,,False,True
860455aa7b45766b3d33b051cebc6e27,MG,claudio,canceled,2017-05-14 21:16:54,telephony,SP,26.9,15.1,42.0,boleto,42.0,1.0,,False,True
60f0f4f310904e1d0c7d41224fcb45d6,GO,aparecida de goiania,canceled,2017-08-02 17:56:11,telephony,SP,15.99,14.1,30.09,credit_card,30.09,5.0,,False,True
f3c5d914eec90079a826c2b5ea7fe6bc,SP,sao paulo,canceled,2018-01-26 12:58:01,bed_bath_table,SP,59.9,12.76,72.66,credit_card,72.66,1.0,,False,True
7142b298b22a79a285d2ce792dc533a2,ES,vitoria,canceled,2017-02-10 00:58:01,housewares,MG,565.7,55.51,621.21,credit_card,621.21,5.0,,False,True
e49e7ce1471b4693482d40c2bd3ad196,SP,sao bernardo do campo,canceled,2018-08-07 11:16:28,,,,,,voucher,54.42,2.0,,False,True
0a0e76ba55e310fd24657a1f532b97c1,SP,sao paulo,canceled,2018-06-24 14:49:59,kitchen_dining_laundry_garden_furniture,SP,129.0,77.98,206.98,credit_card,206.98,1.0,,False,True
0a472c47d928bf4cd8b6a7a30345eeb7,SP,sumare,canceled,2018-08-30 10:14:00,,,,,,voucher,490.99,3.0,,False,True
b4c4b76c642808cbe472a32b86cddc95,GO,goiania,canceled,2018-07-12 12:08:36,cool_stuff,SP,4599.9,209.54,4809.44,credit_card,4809.44,1.0,,False,True
ec88cd13421e27489ffc1f352247f3a4,MG,belo horizonte,canceled,2018-08-24 16:38:44,,,,,,voucher,142.27,5.0,,False,True
b159d0ce7cd881052da94fa165617b05,SC,gaspar,canceled,2017-03-11 19:51:36,auto,SC,19.7,10.96,30.66,credit_card,30.66,1.0,,False,True
6ef587afa4703fd874edb7ade8efc7b0,SP,santo andre,canceled,2017-11-18 02:39:31,,SP,8.5,11.73,20.23,boleto,20.23,5.0,,False,True
4608a27e9e60c05b054631def491e7af,DF,brasilia,canceled,2018-08-28 08:10:22,,,,,,voucher,447.68,1.0,,False,True
c4ca4450ac2974ba5eeb4832b7ec724a,ES,linhares,canceled,2017-05-12 10:28:30,auto,SP,286.3,53.16,339.46000000000004,credit_card,339.46,5.0,,False,True
ba2821b49c92e278db491d3e19fa0556,SP,osasco,canceled,2017-05-02 17:51:28,,,,,,credit_card,110.3,5.0,,False,True
79fe48b364804e62431c8f465e16f76e,SP,cajamar,canceled,2017-11-09 06:13:41,pet_shop,SP,57.99,24.72,82.71000000000001,credit_card,82.71,1.0,,False,True
4d59cc2a2e7bb6c0a851725f5888a9b5,SP,santana de parnaiba,canceled,2018-09-06 14:50:07,,,,,,voucher,69.46,5.0,,False,True
dbcf37e35ce87b02f0707de96a6b99db,RJ,rio de janeiro,canceled,2017-02-27 22:23:36,furniture_decor,SP,30.9,15.11,46.01,credit_card,46.01,1.0,,False,True
8ad1b8de29d062bae836bc7d2cedc391,SP,taubate,canceled,2017-05-14 00:32:26,watches_gifts,SP,169.9,12.69,182.59,credit_card,182.59,1.0,,False,True
f5b3a06b2ac88029188565f5e8bf4347,SP,guarulhos,canceled,2017-11-14 07:50:39,fashion_shoes,SP,69.9,9.34,79.24000000000001,voucher,79.24,1.0,,False,True
541d81a8afee2348b192cc10df37367c,MG,uberaba,canceled,2018-05-07 17:46:04,construction_tools_safety,SP,855.6,77.52,933.12,credit_card,933.12,3.0,,False,True
0f42926c2892dcd8785fd0c27c5876aa,RJ,rio de janeiro,canceled,2018-02-24 17:22:11,sports_leisure,SP,53.33,16.13,69.46,boleto,69.46,1.0,,False,True
a911878b89655a6ca2a33ed01e1c8d3d,SP,campinas,canceled,2018-03-05 09:28:19,toys,SP,81.0,9.38,90.38,credit_card,90.38,1.0,,False,True
12e1495369c542f003eb3ca480f924e3,SP,santo andre,canceled,2017-09-12 19:17:03,,SP,129.99,9.72,139.71,credit_card,139.71,1.0,,False,True
2cfc79d9582e9135c0a9b61fa60e6b21,BA,salvador,canceled,2018-02-19 17:11:34,stationery,MG,59.9,19.66,79.56,voucher,79.56,1.0,,False,True
b34369ee8397436dd7ceb8bb7783671d,SP,taubate,canceled,2017-06-07 20:11:29,,,,,,voucher,83.5,5.0,,False,True
5bca61e411c4fcce08327a8efc371911,SP,cotia,canceled,2018-06-13 20:52:10,housewares,MG,388.16,106.11,494.27,credit_card,494.27,1.0,,False,True
5aac76cf7b07dd06fa4d50bf461d2f40,MG,belo horizonte,canceled,2018-09-25 11:59:18,,,,,,voucher,221.54,1.0,,False,True
e8e186c0ebe18282aada53c56e7da34f,ES,vitoria,canceled,2017-05-02 07:34:35,,,,,,credit_card,50.64,2.0,,False,True
998b90bcfc77ff711912c1c14dcff885,SP,indaiatuba,canceled,2017-07-05 21:56:09,,,,,,credit_card,49.17,1.0,,False,True
230cb5ffb43a10662e4b64e7d02cd171,SP,artur nogueira,canceled,2018-07-31 14:24:39,housewares,SP,79.98,41.44,121.42,credit_card,121.42,1.0,,False,True
3bb82ee5c8d4849ec722da99ba1bf228,SP,pindamonhangaba,canceled,2017-11-23 13:33:14,watches_gifts,SP,449.99,14.65,464.64,boleto,464.64,1.0,,False,True
a1e04e78fc657db74aaba58eca1e87a9,SP,sao paulo,canceled,2017-07-26 13:39:14,fashion_shoes,SP,139.99,14.0,153.99,credit_card,153.99,1.0,,False,True
383bb8b07361166ea86f3f4b51e96ff7,RS,porto alegre,canceled,2018-03-15 10:12:28,,,,,,credit_card,42.06,1.0,,False,True
7a9d4c7f9b068337875b95465330f2fc,SP,sao paulo,canceled,2017-05-01 16:12:39,,,,,,credit_card,72.9,5.0,,False,True
dce845cf61098865d01085518184dbb9,RJ,nova iguacu,canceled,2017-07-12 18:10:57,stationery,SP,69.0,17.73,86.73,credit_card,86.73,1.0,,False,True
8501926dd0837d694fc5af339c02a6b2,SP,sao paulo,canceled,2018-08-07 22:50:37,sports_leisure,RJ,250.0,17.94,267.94,credit_card,267.94,1.0,,False,True
29b81e2d5bebb9616041efb0ebbc931d,SP,praia grande,canceled,2018-07-20 15:37:38,health_beauty,SP,96.35,13.97,110.32,credit_card,110.32,1.0,,False,True
936a199847ccb47438d3ae454d5e18d1,RS,bento goncalves,canceled,2018-02-02 17:42:31,telephony,SP,29.99,15.1,45.09,credit_card,45.09,5.0,,False,True
76d18695761c18ab2f2a9f6f1b3ea3e5,SP,sao paulo,canceled,2017-09-24 10:24:07,toys,DF,129.0,17.47,146.47,credit_card,146.47,1.0,,False,True
896fbd78a9ef3839b34b893f48f6bc67,SP,santa gertrudes,canceled,2018-05-12 01:48:33,,,,,,voucher,45.690000000000005,2.0,,False,True
885935156ba43094f3ae95f3c14e0381,RJ,rio de janeiro,canceled,2018-02-02 16:06:44,housewares,SP,26.18,16.6,42.78,boleto,42.78,1.0,,False,True
f319cdb9500c67c7a9f1b340da9c2d4d,MS,dourados,canceled,2018-05-21 18:19:37,health_beauty,SP,57.99,22.99,80.98,credit_card,80.98,3.0,,False,True
b803962943a08a081c52d087e852358c,SP,sao paulo,canceled,2018-05-06 20:15:04,health_beauty,SP,277.72,12.57,290.29,credit_card,290.29,1.0,,False,True
c58cff333993bb6b7161d7ec1350eef3,MG,belo horizonte,delivered,2018-03-27 18:00:43,construction_tools_safety,SP,65.0,15.33,80.33,boleto,80.33,5.0,9.0,True,False
92578ad781aea777f9022bdb6319e4f3,SP,santos,delivered,2018-05-12 01:47:21,health_beauty,SP,76.49,12.98,89.47,credit_card,89.47,5.0,11.0,True,False
80b430d0029bb33110ac31d60e87e0b8,PR,curitiba,delivered,2017-11-30 13:37:52,auto,SP,139.0,15.73,154.73,credit_card,154.73,5.0,7.0,True,False
580603672a21252f21fa8a8b4ca85986,MG,contagem,delivered,2018-04-19 22:05:25,toys,SP,69.98,30.46,100.44,credit_card,100.44,2.0,6.0,True,False
c09f32e7ba9b4a134455b36eeff8fff3,SP,sao vicente,delivered,2018-03-30 11:58:04,furniture_decor,SP,39.9,17.26,57.16,credit_card,57.16,5.0,14.0,True,False
462240cb1ec4e5db517e73fff57ebfc0,PR,curitiba,delivered,2017-11-27 18:39:56,signaling_and_security,SP,37.79,14.1,51.89,voucher,51.89000000000001,1.0,17.0,True,False
1ade03eb2f7f3a76f964ee98e1a66529,SP,sao paulo,delivered,2017-05-23 14:14:23,sports_leisure,PR,206.99,34.81,241.8,credit_card,241.8,5.0,3.0,True,False
c9e3ce22e44e7fcdb3bbd8acff17c3a6,DF,brasilia,delivered,2018-03-10 22:21:51,baby,SP,39.9,15.23,55.13,boleto,55.13,1.0,17.0,True,False
a7576b40fc3305040c4e267a6c7edeab,SP,sao paulo,delivered,2017-12-17 22:25:04,auto,SP,92.1,14.25,106.35,credit_card,106.35,5.0,8.0,True,False
29c3b79aace1b72a82b1232bf494e16f,MG,lavras,delivered,2017-12-16 10:04:35,auto,SC,559.0,41.43,600.43,credit_card,600.43,2.0,133.0,True,False
206f333916267029d74feda364a2e31a,RJ,purilandia,delivered,2018-01-02 21:42:46,cool_stuff,SP,166.99,27.49,194.48,credit_card,194.48,5.0,23.0,True,False
2e454cf4f81bec04aa0e7192f8252790,RS,caxias do sul,delivered,2017-03-13 08:27:01,garden_tools,SP,34.9,16.05,50.95,credit_card,50.95,3.0,11.0,True,False
ef118656ef537afb61840ff77a86a067,SP,sao paulo,delivered,2017-03-06 11:34:20,office_furniture,SP,129.99,46.76,176.75,credit_card,176.75,5.0,6.0,True,False
b7c32368213b1b75d2c42299f97dd088,SP,maua,delivered,2018-04-03 14:50:32,baby,SP,15.99,11.15,27.14,credit_card,27.14,5.0,2.0,True,False
da61998714e3b9c6399161f0225b63d8,SC,brusque,delivered,2018-07-20 17:20:48,construction_tools_safety,PR,459.0,17.51,476.51,credit_card,476.51,5.0,7.0,True,False
42be6028bdacb5416ab5bd400589b0a3,SP,santo andre,delivered,2018-08-07 22:40:33,furniture_decor,PR,79.9,18.36,98.26,credit_card,98.26,5.0,5.0,True,False
963b6259cdd558e7e45e12f2917b6a8a,MG,belo horizonte,delivered,2017-11-29 08:22:33,toys,RS,120.9,45.69,166.59,credit_card,166.59,5.0,8.0,True,False
6057795be8cc4b91b447f81088a07594,SP,salesopolis,delivered,2018-01-29 19:39:49,bed_bath_table,SP,267.20000000000005,40.93,308.13000000000005,credit_card,308.13,1.0,8.0,True,False
8e743fa5bfb68898e6435685df2c2fd5,RJ,armacao dos buzios,delivered,2018-07-25 18:54:38,sports_leisure,BA,280.0,40.23,320.23,credit_card,320.23,5.0,20.0,True,False
72aac576696a046d89aa7ac132ecd3d6,SP,taboao da serra,delivered,2018-01-30 14:26:43,health_beauty,SP,97.49,12.64,110.13,credit_card,110.13,2.0,2.0,True,False
f1367a0a8fa445363c4e6d5a529db4a5,SP,sao vicente,delivered,2017-11-10 09:11:37,watches_gifts,SP,29.0,7.78,36.78,voucher,36.78,3.0,4.0,True,False
b9db568c807b745666940333af1f8618,MG,ribeirao das neves,delivered,2017-12-15 20:34:39,watches_gifts,SP,348.8,16.19,364.99,boleto,364.99,4.0,19.0,True,False
4723727d090decf1ca86404dfe72d373,SP,ribeirao pires,delivered,2018-02-25 11:27:26,stationery,MG,59.9,14.17,74.07,credit_card,74.07,5.0,8.0,True,False
e7fc47a9bd5fd8c1d1b566d1553be0f4,MG,belo horizonte,delivered,2017-05-25 09:59:33,garden_tools,MG,89.9,8.21,98.11,credit_card,98.11,1.0,117.0,True,False
14ed10674adcf55aeb8ff2f20c66006e,SE,propria,delivered,2018-03-25 13:30:46,industry_commerce_and_business,SP,138.0,70.96,208.96,credit_card,208.96,5.0,9.0,True,False
b9ae09da0b039cc190c9d1cb607a4392,MG,ipatinga,delivered,2017-11-02 10:58:20,computers,BA,1437.0,42.51,1479.51,credit_card,1479.51,5.0,8.0,True,False
67ece27598962c6f6fd57bc19a8eba0f,RJ,rio de janeiro,delivered,2018-03-17 13:16:18,watches_gifts,SP,165.0,19.03,184.03,credit_card,184.03,5.0,11.0,True,False
e56d6fad37333104e525678504e3b8c3,RJ,petropolis,delivered,2018-02-20 12:25:53,furniture_decor,SP,76.8,32.22,109.02,credit_card,109.02,1.0,28.0,True,False
f6159576a3c6447b217c3b0397b97e06,SP,sao paulo,delivered,2018-06-01 18:21:28,cool_stuff,SP,89.99,11.25,101.24,credit_card,101.24,5.0,5.0,True,False
8283e42dd17845a4b3621ca92e934866,RJ,rio de janeiro,delivered,2017-12-04 22:17:15,,SP,259.77,15.57,275.34,credit_card,275.34,1.0,13.0,True,False
c8ee25817be1ba8d4baa1d441aff6d48,SP,pompeia,delivered,2018-08-12 19:56:59,garden_tools,SP,52.99,13.95,66.94,credit_card,66.94,4.0,9.0,True,False
5b26d9049a86fab0a83280e17de710ee,RS,montenegro,delivered,2017-10-16 10:38:08,sports_leisure,RJ,49.0,18.59,67.59,voucher,67.59,4.0,11.0,True,False
cf4f44bd66792364407443876b27d1d2,SP,ourinhos,delivered,2017-10-03 23:34:49,cool_stuff,SP,149.99,14.07,164.06,credit_card,164.06,5.0,9.0,True,False
a0ad7865ea22bbaa2f026e3aee583484,MG,belo horizonte,delivered,2017-09-08 23:39:19,stationery,SP,168.0,35.67,203.67,credit_card,203.67,5.0,9.0,True,False
53d87cd7f6e019f2691e10d60fb10932,ES,vitoria,delivered,2018-03-31 10:41:36,cool_stuff,SP,89.99,18.21,108.2,credit_card,108.2,4.0,12.0,True,False
bcca8157ee4f7b0cd2e0505b01764144,RJ,rio de janeiro,delivered,2017-11-07 21:31:13,sports_leisure,PR,149.9,17.62,167.52,credit_card,167.52,5.0,15.0,True,False
45c435e0e0b054549e2a9237da43853a,SP,sao paulo,delivered,2017-08-03 11:25:32,bed_bath_table,SP,89.9,12.13,102.03,boleto,102.03,3.0,6.0,True,False
954945beeb5990c532ac06d464edf931,PR,pinhao,delivered,2017-11-05 21:29:37,auto,SP,10.0,15.1,25.1,credit_card,25.1,4.0,10.0,True,False
ea48f52bfae7e6ed254f9e8d052875b9,MG,uberaba,delivered,2017-03-28 10:31:06,housewares,SP,9.9,14.52,24.42,credit_card,24.42,5.0,6.0,True,False
00e63486fad9d24645c9c84ed77c15fa,RJ,rio de janeiro,delivered,2018-08-14 10:19:40,telephony,SP,38.95,15.37,54.32,credit_card,54.32,5.0,6.0,True,False
3c842261892c32fb5ce15222b72fa6e0,AC,rio branco,delivered,2017-04-18 13:05:04,sports_leisure,SP,549.0,69.6,618.6,credit_card,618.6,3.0,17.0,True,False
408bba49e507e2efa9fbb77966ca4697,MG,buritizeiro,delivered,2017-09-29 20:34:06,housewares,DF,147.0,31.78,178.78,credit_card,178.78,5.0,11.0,True,False
a2e269d426176695531c8cc824265489,SP,ferraz de vasconcelos,delivered,2017-10-31 21:34:59,perfumery,SP,29.99,7.78,37.77,voucher,37.77,5.0,5.0,True,False
cb40305e23621178c3301f1a202b87ca,DF,brasilia,delivered,2017-08-28 21:16:21,sports_leisure,SP,119.0,17.08,136.07999999999998,credit_card,136.08,4.0,13.0,True,False
21210d0eb0ac7cb1b22057ff1eca09c5,RS,porto alegre,delivered,2018-03-19 22:00:59,telephony,SP,29.99,15.23,45.22,credit_card,45.22,5.0,23.0,True,False
6f51b9ddebdbc1c999a68bf0cabe83e8,AM,manaus,delivered,2018-07-27 17:32:55,stationery,SC,21.5,33.53,55.03,credit_card,55.03,4.0,25.0,True,False
56a80792281d114fba8f25d20fb087e4,TO,araguaina,delivered,2018-02-10 23:18:21,sports_leisure,SP,389.0,83.54,472.54,credit_card,472.54,5.0,17.0,True,False
8c7375aeac2efc63f0754588cd9d29e4,SP,sao paulo,delivered,2018-06-05 10:37:35,bed_bath_table,SP,199.9,13.83,213.73,credit_card,213.73,5.0,2.0,True,False
7f6a7361266d9b404f05250ef42cdc6d,SP,sao jose dos campos,delivered,2018-08-17 23:14:16,arts_and_craftmanship,SP,126.49,14.19,140.68,debit_card,140.68,5.0,3.0,True,False
d087c8f0e290d4fcac125fa8bc527cae,SP,juquia,delivered,2018-06-30 06:55:16,sports_leisure,SP,159.0,19.41,178.41,credit_card,178.41,5.0,5.0,True,False
a34a2e4844c9dc002407e7821fd3c8fd,RJ,queimados,delivered,2018-03-18 11:01:17,sports_leisure,SP,109.9,24.9,134.8,credit_card,134.8,1.0,39.0,True,False
b3e5d245a95dd6378330cc2249d9d6b4,SC,florianopolis,delivered,2018-01-12 15:28:49,construction_tools_safety,GO,230.0,43.22,273.22,boleto,273.22,4.0,25.0,True,False
7ad98754c4b268d09d188885ab8145ef,SP,sao paulo,delivered,2018-02-19 12:35:12,bed_bath_table,SP,53.0,12.71,65.71000000000001,boleto,65.71,2.0,14.0,True,False
300ddfe520bd71c223ba642400982151,RS,tres cachoeiras,delivered,2017-06-04 20:54:56,furniture_decor,SP,111.9,16.54,128.44,credit_card,128.44,5.0,9.0,True,False
4497ba9d409157ae7bc8aaf8fd113307,SP,sao paulo,delivered,2018-08-07 20:19:43,home_appliances,DF,339.0,33.42,372.42,credit_card,372.42,4.0,5.0,True,False
410bbe52ea797b594e24bf3d7dadf8d4,SP,sao paulo,delivered,2018-02-06 20:56:59,furniture_living_room,SP,59.99,15.28,75.27,credit_card,75.27,2.0,17.0,True,False
bfa825361767b17a25a89b47922032c6,TO,palmas,delivered,2017-11-27 11:33:58,telephony,SP,19.49,17.63,37.12,credit_card,37.12,5.0,17.0,True,False
a4de5e12d0e969340cb9f32237c16772,RJ,barra mansa,delivered,2018-06-15 15:44:21,auto,SP,15.0,18.23,33.230000000000004,credit_card,33.23,4.0,10.0,True,False
2f803c32f469729b9a81a120bcf74567,RS,pelotas,delivered,2018-05-25 20:26:15,bed_bath_table,SP,53.0,18.25,71.25,credit_card,71.25,5.0,25.0,True,False
79fb3469650c71775d1b5cb29fb207ec,SP,sao bernardo do campo,delivered,2018-03-15 16:53:42,watches_gifts,SP,165.0,13.59,178.59,credit_card,178.59,5.0,18.0,True,False
0188777fe321843a18be24a6e9aa1e53,RJ,duque de caxias,delivered,2017-07-23 16:13:37,cool_stuff,SP,55.9,9.94,65.84,voucher,65.84,5.0,5.0,True,False
d2616f825b0e4b6d022b711bbdb684bf,MG,belo horizonte,delivered,2018-05-16 07:50:34,pet_shop,SP,59.0,41.17,100.17,credit_card,100.17,5.0,3.0,True,False
0e926641c3c3ebe6c8829d1d69512cce,MG,monte alegre de minas,delivered,2017-06-02 09:17:03,telephony,SP,45.98,30.2,76.17999999999999,boleto,76.18,1.0,6.0,True,False
ce04c06ff6aa33c21f5ffe29ff59062f,PI,teresina,delivered,2018-03-09 18:35:51,telephony,SP,45.99,22.85,68.84,boleto,68.84,4.0,13.0,True,False
8743f50a1fe252ac48d22e41db971137,MA,sao luis,delivered,2017-06-17 01:50:38,perfumery,SP,149.9,21.85,171.75,credit_card,171.75,5.0,14.0,True,False
8d053738b817a245da596c4aac057923,MG,campo belo,delivered,2017-02-11 12:25:50,fashion_bags_accessories,SP,49.9,14.52,64.42,credit_card,64.42,4.0,13.0,True,False
4b7d638196bd6a0a5a0915a8f893225a,MG,joao monlevade,delivered,2018-03-21 13:38:46,bed_bath_table,SP,49.95,18.23,68.18,credit_card,68.18,4.0,15.0,True,False
5fc11d4514927a1edf8fe4cfc66415b1,SP,barueri,delivered,2017-08-11 08:37:48,toys,RJ,39.99,14.1,54.09,credit_card,54.09,5.0,7.0,True,False
19b37f1efa2ddaf265496e78e245c19a,SP,sao paulo,delivered,2018-08-07 00:13:51,health_beauty,SP,41.0,8.45,49.45,credit_card,49.45,5.0,11.0,True,False
80242ba2ebddeb4f86af40cd158ff6fc,SP,sao paulo,delivered,2017-12-02 08:58:38,electronics,SP,14.99,11.85,26.84,credit_card,26.84,4.0,16.0,True,False
68e04d66b10f8b3ce33634655717a23a,RJ,cardoso moreira,delivered,2018-08-05 22:20:02,health_beauty,SP,110.32,18.87,129.19,boleto,129.19,5.0,10.0,True,False
4b9359b6bad98027f7a428063413d090,RS,arvorezinha,delivered,2017-10-24 22:30:12,bed_bath_table,SP,62.7,16.2,78.9,boleto,78.9,4.0,12.0,True,False
aac36a84cc8476828dcd9427c8ec873a,SP,sao paulo,delivered,2018-07-29 18:41:35,auto,SP,79.99,8.72,88.71,credit_card,88.71,4.0,2.0,True,False
21c1e4b87c9c6695a749181ed6286926,RJ,campos dos goytacazes,delivered,2017-04-10 22:33:21,cool_stuff,SP,99.99,17.44,117.43,credit_card,117.43,3.0,9.0,True,False
3cccbe8b35dc583d2b80fc60c72f2b0f,MG,belo horizonte,delivered,2017-03-13 14:00:38,telephony,PR,130.0,16.21,146.21,boleto,146.21,5.0,14.0,True,False
7ee6fa7da5936797c7ad71d02024d65e,SP,sorocaba,delivered,2017-12-23 18:30:20,watches_gifts,SP,319.9,10.8,330.7,boleto,330.7,5.0,5.0,True,False
fd7eb2117233aa5ac29e94a28e082077,SP,santa barbara d'oeste,delivered,2018-07-26 10:34:04,housewares,SC,52.3,30.57,82.87,credit_card,82.87,1.0,4.0,True,False
53c0c863b0a9d78fbb5c355a137366dd,CE,maranguape,delivered,2018-04-10 06:46:25,health_beauty,SP,79.99,19.17,99.16,credit_card,99.16,5.0,16.0,True,False
fb7df543b6622d01dba2c9340a23bb30,SP,sao paulo,delivered,2018-08-08 19:56:36,furniture_bedroom,SP,358.0,96.66,454.66,credit_card,454.66,5.0,9.0,True,False
90ea1a3defd31881bd311c87249c6fdb,MA,sao luis,delivered,2017-07-06 15:42:09,baby,SP,75.9,21.33,97.23,credit_card,97.23,5.0,18.0,True,False
620d254bc4b9c32cda7b908de600926a,MG,ipatinga,delivered,2018-04-21 19:50:43,home_confort,SP,269.70000000000005,69.63,339.33000000000004,credit_card,339.33,1.0,12.0,True,False
aa4f33b236ebf41f573308022ef7496b,MG,belo horizonte,delivered,2017-07-18 11:03:26,housewares,SP,169.99,23.51,193.5,credit_card,193.5,4.0,16.0,True,False
24508eba7537515f40b3c40133c86aa2,RS,porto alegre,delivered,2017-04-21 21:22:56,furniture_decor,DF,186.9,21.36,208.26,credit_card,208.26,5.0,17.0,True,False
5e0238f4a57ea0c2a69aad35627b57f0,SP,sao paulo,delivered,2018-06-08 00:37:44,baby,SP,52.2,16.58,68.78,credit_card,68.78,1.0,3.0,True,False
b2f633218c7a89e314ade77e1486c7b9,SP,lins,delivered,2017-10-23 19:00:48,,SP,1989.0,38.23,2027.23,credit_card,2027.23,1.0,9.0,True,False
3e83b4493a5781b84799b5516cb2667c,SP,ourinhos,delivered,2017-09-15 09:07:56,bed_bath_table,SP,69.99,12.83,82.82,credit_card,82.82,4.0,11.0,True,False
b853bced6757ac9b0b78ee624de5e45d,SP,itu,delivered,2018-01-15 14:41:21,sports_leisure,SP,159.0,14.23,173.23,credit_card,173.23,5.0,7.0,True,False
e055ea75678450065cbfb7af8fc4d16e,SP,sao paulo,delivered,2018-03-22 10:37:12,musical_instruments,SC,94.9,15.54,110.44,credit_card,110.44,5.0,12.0,True,False
f22177a7a8496bd964aa18a000b69628,RS,porto alegre,delivered,2017-11-18 13:30:48,baby,SP,52.0,16.61,68.61,credit_card,68.61,5.0,11.0,True,False
b5f0cef68cd2c42cf22c53f76adde01c,SP,sao paulo,delivered,2017-08-06 15:41:41,watches_gifts,SP,179.9,12.76,192.66,credit_card,192.66,5.0,10.0,True,False
1ed66358fd4ddbd6469aa93633c3006b,SP,ferraz de vasconcelos,delivered,2018-02-18 10:56:17,stationery,SP,34.9,9.34,44.24,credit_card,44.24,5.0,3.0,True,False
f2187ad0889a7f43d3b4b341f0124d84,PE,taquaritinga do norte,delivered,2017-03-15 15:58:14,toys,SP,99.9,26.96,126.86,credit_card,126.86,5.0,14.0,True,False
645a389e60ffe5af0bdc4800a14c36e2,ES,vitoria,delivered,2017-11-08 11:42:13,garden_tools,SP,59.9,65.23,125.13,boleto,125.13,5.0,22.0,True,False
4587bf1bd378047abcecf8a3193bbbc8,RJ,sao joao de meriti,delivered,2017-10-05 16:00:59,market_place,SP,62.8,14.19,76.99,credit_card,76.99,5.0,6.0,True,False
065a7d9057589f809082e012f696cb5d,BA,brumado,delivered,2018-04-11 10:48:09,auto,SP,51.9,22.07,73.97,credit_card,73.97,3.0,21.0,True,False
7f12656efc70e6657b398d760df1f8d0,RJ,rio de janeiro,delivered,2018-05-16 11:59:04,furniture_decor,PR,249.0,38.89,287.89,credit_card,287.89,3.0,16.0,True,False
25d411068cdabc418a1c4c90020d4426,SP,cesario lange,delivered,2018-04-13 11:57:01,electronics,SP,15.0,12.79,27.79,boleto,27.79,4.0,6.0,True,False
